county,site,total,dem,rep,estimated,basis,source
Harris,Metropolitan MultiService Center,17052,13295,3757,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Harris,George H W Bush Community Center,11804,5301,6503,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Harris,Richard and Meg Weekley Community Center,11554,7382,4172,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Tarrant,Dionne Phillips Bagsby Southwest Subcourthouse,11247,7696,3551,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Dallas,Disciple Central Comm Church,11101,10489,612,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Harris,Freeman Branch Library,10800,5770,5030,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Travis,Ben Hur Shrine Center,10670,8818,1852,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Montgomery,Kevin Brady Library and Community Center,10367,3313,7054,,primary 2026,https://elections.mctx.org/pdf/PRI030326/rptEVDaily.pdf
Harris,Kingwood Community Center,10267,3314,6953,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Dallas,Fretz Park Library,10039,6201,3838,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Harris,Trini Mendenhall Community Center,9987,4886,5101,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Harris,Prairie View A and M University Northwest,9809,5380,4429,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Harris,HCC West Loop South,9717,6684,3033,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Tarrant,Keller Town Hall,9703,3306,6397,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Harris,Juergens Hall Community Center,9579,4248,5331,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Williamson,Williamson County Jester Annex,9379,,,,primary 2026,https://www.wilcotx.gov/DocumentCenter/View/18720/Unofficial-Early-Voting-Summary-for-the-March-3-2026-Primary
Dallas,Oak Lawn Branch Library,9310,7867,1443,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Harris,Steve Radack Community Center,9304,5884,3420,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Tarrant,City of Arlington South Service Center,9210,6195,3015,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Collin,Haggard Library,9131,4364,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Montgomery,Central Library,9055,2729,6326,,primary 2026,https://elections.mctx.org/pdf/PRI030326/rptEVDaily.pdf
Tarrant,Summerglen Branch Library,9028,4878,4150,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Webb,Laredo Fire Dept.,8948,7462,1486,,primary 2026,https://www.webbcountytx.gov/DocumentCenter/View/2280/Daily-Totals-PDF
Collin,Gay Library,8930,4268,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Cameron,Brownsville Public Library,8896,7025,1871,,primary 2026,https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/01_2026_DEMOCRATIC_PRIMARY2-27-2026.pdf ; https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/02_2026_REPUBLICAN_PRIMARY2-27-2026.pdf
Fort Bend,CINCO RANCH BRANCH LIBRARY,8861,4207,4654,,primary 2026,https://www.fortbendcountytx.gov/sites/default/files/document-central/document-central/elections-documents/elections-results/2026/Early-Voting-by-Personal-Appearance-Statistics_9.xlsx
Bexar,Brookhollow Branch Library,8691,4638,4053,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Harris,Nottingham Park Building,8646,4260,4386,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Harris,East Harris County Activity Center,8616,2683,5933,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Williamson,Cedar Park Rec Center,8518,,,,primary 2026,https://www.wilcotx.gov/DocumentCenter/View/18720/Unofficial-Early-Voting-Summary-for-the-March-3-2026-Primary
Harris,City of Jersey Village Civic Center,8426,4204,4222,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Travis,PfISD Rock Gym,8388,6646,1742,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Tarrant,Bedford Public Library,8338,4267,4071,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Bexar,Encino Branch Library,8259,4507,3752,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Dallas,Duncanville Library,8097,6664,1433,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Montgomery,North Montgomery County Community Center,8066,1555,6511,,primary 2026,https://elections.mctx.org/pdf/PRI030326/rptEVDaily.pdf
Harris,SPJST Lodge 88,7999,6024,1975,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Montgomery,Lone Star Community Center,7941,942,6999,,primary 2026,https://elections.mctx.org/pdf/PRI030326/rptEVDaily.pdf
Tarrant,ACTIV,7934,4043,3891,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Tarrant,Gary Fickes Northeast Courthouse,7870,3100,4770,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Harris,HCPL Octavia Fields Branch Library,7788,5789,1999,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Collin,Davis Library,7716,3688,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Tarrant,Tarrant County Sub-Courthouse at Mansfield,7568,4336,3232,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Tarrant,Como Community Center,7559,4782,2777,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Collin,Allen Municipal Courts Facility,7551,3609,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Travis,Randalls Brodie,7415,5969,1446,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Harris,Fallbrook Church,7297,6618,679,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Collin,Carpenter Park Recreation Center,7269,3474,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Harris,Harris County Scarsdale Annex,7253,4549,2704,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Bexar,Semmes Branch Library,7219,4304,2915,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Williamson,The Oaks At Sun City,7192,,,,primary 2026,https://www.wilcotx.gov/DocumentCenter/View/18720/Unofficial-Early-Voting-Summary-for-the-March-3-2026-Primary
Harris,Bayland Park Community Center,7180,4852,2328,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Tarrant,Grapevine Public Library,7160,3352,3808,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Bexar,Maverick Branch Library,7129,4587,2542,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Bexar,Great Northwest Branch Library,7075,4957,2118,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Dallas,A E Sims Cedar Hill Rec Center,7047,5988,1059,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Collin,Harrington Library,7020,3355,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Bexar,Cody Branch Library,7011,4521,2490,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Harris,HCPL North Channel Library,6985,5397,1588,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Dallas,Dallas County Mesquite Gov Ctr,6964,4999,1965,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Denton,Carrollton Public Library,6946,,,yes,Nov 2024 general x0.31,votedenton.gov 1124_11-01_ev_by_day_poll_pad.pdf
Travis,Austin Oaks Church,6942,5135,1807,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Brazoria,Pearland East,6926,2764,4162,,primary 2026,https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29250/639078286362930000 (DEM; via web.archive.org/web/20260306001741) ; https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29248/639078206102900000 (REP; via web.archive.org/web/20260306001833)
Dallas,Rowlett Community Centre,6903,4069,2834,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Dallas,Marsh Lane Baptist Church,6895,4389,2506,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Bexar,Parman Branch Library @ Stone Oak,6887,3376,3511,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Travis,Balcones Woods Shopping Center,6807,5167,1640,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Harris,Tomball Public Works Building,6760,2029,4731,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Bexar,Igo Branch Library,6707,4275,2432,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Dallas,Audelia Road Branch Library,6654,4315,2339,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Harris,HCPL Maud Smith Marks Branch Library,6631,3199,3432,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Dallas,South Garland Branch Library,6625,4459,2166,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Tarrant,Southlake Town Hall,6594,2140,4454,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Hidalgo,Lark Community Center,6576,4588,1988,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
Bexar,Tobin Branch Library @ Oakwell,6535,3994,2541,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Montgomery,East Montgomery County Fair Association Building,6499,2250,4249,,primary 2026,https://elections.mctx.org/pdf/PRI030326/rptEVDaily.pdf
Tarrant,Elzie Odom Athletic Center,6495,4224,2271,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Tarrant,Northpark YMCA,6480,3634,2846,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Travis,Austin Energy Headquarters,6454,6092,362,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Montgomery,George and Cynthia Woods Mitchell Library,6446,2536,3910,,primary 2026,https://elections.mctx.org/pdf/PRI030326/rptEVDaily.pdf
Dallas,University Park UMC,6420,2341,4079,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Collin,Renner-Frankford Library,6402,3060,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Harris,Alief ISD Administration Building,6353,4381,1972,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Bexar,Northwest Vista College,6334,4729,1605,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Harris,Katy Branch Harris County Public Library,6304,3543,2761,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Travis,Bee Cave City Hall,6283,3331,2952,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Travis,Randalls Flagship West Lake Hills,6254,4194,2060,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Hidalgo,Elections Annex Building,6249,4892,1357,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
Harris,Sunnyside Health and Multi Service Center,6248,6161,87,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Bexar,Lion's Field Adult and Senior Center,6134,4358,1776,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Collin,Allen ISD Service Center - Front Lobby,6109,2920,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Dallas,Dallas College-Garland Center,6086,3811,2275,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Montgomery,Magnolia Event Center Annex,6057,1025,5032,,primary 2026,https://elections.mctx.org/pdf/PRI030326/rptEVDaily.pdf
Harris,First Congregational Church,6053,2240,3813,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Dallas,Friendship West Baptist Church,6019,5965,54,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Dallas,Irving City Hall,5984,3638,2346,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Williamson,Brushy Creek Community Center,5968,,,,primary 2026,https://www.wilcotx.gov/DocumentCenter/View/18720/Unofficial-Early-Voting-Summary-for-the-March-3-2026-Primary
Tarrant,Benbrook Community Center,5948,2414,3534,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Williamson,Allen R Baca Center,5905,,,,primary 2026,https://www.wilcotx.gov/DocumentCenter/View/18720/Unofficial-Early-Voting-Summary-for-the-March-3-2026-Primary
Dallas,Lochwood Branch Library,5868,4428,1440,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Tarrant,Euless Family Life Senior Center,5792,3342,2450,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Montgomery,Spring Creek Greenway Nature Center,5755,2489,3266,,primary 2026,https://elections.mctx.org/pdf/PRI030326/rptEVDaily.pdf
Brazoria,Shadow Creek,5731,4762,969,,primary 2026,https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29250/639078286362930000 (DEM; via web.archive.org/web/20260306001741) ; https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29248/639078206102900000 (REP; via web.archive.org/web/20260306001833)
Tarrant,Tarrant County SubCourthouse in Arlington,5723,3726,1997,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Dallas,Royal Lane Baptist Church,5711,3257,2454,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Harris,Acres Homes MultiService Center,5693,5482,211,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Fort Bend,SIENNA ANNEX,5685,3957,1728,,primary 2026,https://www.fortbendcountytx.gov/sites/default/files/document-central/document-central/elections-documents/elections-results/2026/Early-Voting-by-Personal-Appearance-Statistics_9.xlsx
Tarrant,Colleyville Recreation Center Annex A,5637,1598,4039,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Travis,UT Texas Union,5622,5399,223,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Dallas,Coppell Town Center,5574,3060,2514,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Harris,Cactus Jack Cagle Community Center,5544,3028,2516,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Fort Bend,MISSOURI CITY VISITORS CENTER,5522,5101,421,,primary 2026,https://www.fortbendcountytx.gov/sites/default/files/document-central/document-central/elections-documents/elections-results/2026/Early-Voting-by-Personal-Appearance-Statistics_9.xlsx
Harris,Hiram Clarke MultiService Center,5426,5203,223,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Bexar,Wonderland Mall of the Americas,5417,4300,1117,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Harris,Tracy Gee Community Center,5416,3272,2144,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Montgomery,West Montgomery County Community Development Center,5388,771,4617,,primary 2026,https://elections.mctx.org/pdf/PRI030326/rptEVDaily.pdf
Tarrant,North Richland Hills City Hall,5374,2347,3027,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Tarrant,Saginaw Public Library,5372,2796,2576,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Travis,Typhoon Texas Waterpark,5290,4108,1182,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Collin,Collin College Wylie Campus,5289,2528,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Nueces,Deaf & Hard of Hearing Center,5279,2875,2404,,primary 2026,https://www.nuecesco.com/home/showpublisheddocument/33305/639092555266430000
Williamson,Georgetown ISD Technology Bldg,5203,,,,primary 2026,https://www.wilcotx.gov/DocumentCenter/View/18720/Unofficial-Early-Voting-Summary-for-the-March-3-2026-Primary
Collin,Collin College Frisco Campus,5166,2469,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Brazoria,Lake Jackson,5114,1357,3757,,primary 2026,https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29250/639078286362930000 (DEM; via web.archive.org/web/20260306001741) ; https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29248/639078206102900000 (REP; via web.archive.org/web/20260306001833)
Tarrant,Handley-Meadowbrook Community Center,5101,4222,879,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Fort Bend,BOWIE MIDDLE SCHOOL,5092,2220,2872,,primary 2026,https://www.fortbendcountytx.gov/sites/default/files/document-central/document-central/elections-documents/elections-results/2026/Early-Voting-by-Personal-Appearance-Statistics_9.xlsx
Collin,Murphy Community Center,5086,2431,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Travis,Westoak Woods Baptist Church,5081,4130,951,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Bexar,Shavano Park City Hall,5074,2337,2737,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Travis,Wheatsville Food Coop South Lamar,5041,4704,337,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Bexar,Converse Community Event Center,5032,3658,1374,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Fort Bend,FOUR CORNERS COMMUNITY CENTER,5017,3861,1156,,primary 2026,https://www.fortbendcountytx.gov/sites/default/files/document-central/document-central/elections-documents/elections-results/2026/Early-Voting-by-Personal-Appearance-Statistics_9.xlsx
Travis,Northwest Recreation Center,5016,4307,709,,primary 2026,https://votetravis.gov/wp-content/uploads/P26-Daily-Totals-1.zip
Fort Bend,GEORGE MEMORIAL LIBRARY,5002,2957,2045,,primary 2026,https://www.fortbendcountytx.gov/sites/default/files/document-central/document-central/elections-documents/elections-results/2026/Early-Voting-by-Personal-Appearance-Statistics_9.xlsx
Brazoria,Pearland West,5000,3505,1495,,primary 2026,https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29250/639078286362930000 (DEM; via web.archive.org/web/20260306001741) ; https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29248/639078206102900000 (REP; via web.archive.org/web/20260306001833)
Collin,Collin College Plano Campus,4986,2383,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Tarrant,White Settlement Public Library,4882,2356,2526,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Brazoria,Alvin,4879,1461,3418,,primary 2026,https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29250/639078286362930000 (DEM; via web.archive.org/web/20260306001741) ; https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29248/639078206102900000 (REP; via web.archive.org/web/20260306001833)
Harris,Saint John Lutheran Church and School,4871,1744,3127,yes,"primary thru 2/25, scaled x1.58/x1.49",http://web.archive.org/web/20260226212822/https://appfiles.harrisvotes.com/harrisvotes/prd/docs/Uploads/EVPA_unofficial.pdf
Tarrant,Crouch Event Center in Bicentennial Park,4862,2784,2078,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Williamson,Hutto Discovery United Methodist Church,4855,,,,primary 2026,https://www.wilcotx.gov/DocumentCenter/View/18720/Unofficial-Early-Voting-Summary-for-the-March-3-2026-Primary
Dallas,Samuell Grand Recreation Center,4850,4039,811,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Dallas,Lancaster Veterans Memorial Library,4811,4468,343,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Bexar,Leon Valley Conference Center,4801,3367,1434,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Tarrant,Bob Duncan Center,4773,3232,1541,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
Dallas,Josey Ranch Lake Library,4771,2985,1786,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Dallas,Northway Christian Church,4755,2351,2404,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Bexar,McCreless Branch Library,4643,3656,987,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Tarrant,Vernon Newsom Stadium,4626,3422,1204,,primary 2026,https://www.tarrantcountytx.gov/content/dam/main/elections/2026/pm26/ev_reports/Early_Voting_Daily_Totals.pdf
